"gutenberg_id","text"
1400,"with no hat, and with broken shoes, and with an old rag tied round his"
1400,"head. A man who had been soaked in water, and smothered in mud, and"
1400,"lamed by stones, and cut by flints, and stung by nettles, and torn by"
1400,"briars; who limped, and shivered, and glared, and growled; and whose"
1400,"teeth chattered in his head as he seized me by the chin."
1400,""
1400,"""Oh! Don't cut my throat, sir,"" I pleaded in terror. ""Pray don't do it,"
1400,"sir."""
1400,""
1400,"""Tell us your name!"" said the man. ""Quick!"""
1400,""
1400,"""Pip, sir."""
1400,""
1400,"""Once more,"" said the man, staring at me. ""Give it mouth!"""
1400,""
1400,"""Pip. Pip, sir."""
1400,""
1400,"""Show us where you live,"" said the man. ""Pint out the place!"""
1400,""
1400,"I pointed to where our village lay, on the flat in-shore among the"
1400,"alder-trees and pollards, a mile or more from the church."
1400,""
1400,"The man, after looking at me for a moment, turned me upside down, and"
1400,"emptied my pockets. There was nothing in them but a piece of bread. When"
1400,"the church came to itself,--for he was so sudden and strong that he"
1400,"made it go head over heels before me, and I saw the steeple under my"
1400,"feet,--when the church came to itself, I say, I was seated on a high"
1400,"tombstone, trembling while he ate the bread ravenously."
1400,""
1400,"""You young dog,"" said the man, licking his lips, ""what fat cheeks you"
1400,"ha' got."""
1400,""
1400,"I believe they were fat, though I was at that time undersized for my"
1400,"years, and not strong."
1400,""
1400,"""Darn me if I couldn't eat em,"" said the man, with a threatening shake"
1400,"of his head, ""and if I han't half a mind to't!"""
1400,""
1400,"I earnestly expressed my hope that he wouldn't, and held tighter to"
1400,"the tombstone on which he had put me; partly, to keep myself upon it;"
1400,"partly, to keep myself from crying."
1400,""
1400,"""Now lookee here!"" said the man. ""Where's your mother?"""
1400,""
1400,"""There, sir!"" said I."
1400,""
1400,"He started, made a short run, and stopped and looked over his shoulder."
1400,""
1400,"""There, sir!"" I timidly explained. ""Also Georgiana. That's my mother."""
1400,""
1400,"""Oh!"" said he, coming back. ""And is that your father alonger your"
1400,"mother?"""
1400,""
1400,"""Yes, sir,"" said I; ""him too; late of this parish."""
1400,""
1400,"""Ha!"" he muttered then, considering. ""Who d'ye live with,--supposin'"
1400,"you're kindly let to live, which I han't made up my mind about?"""
1400,""
1400,"""My sister, sir,--Mrs. Joe Gargery,--wife of Joe Gargery, the"
1400,"blacksmith, sir."""
1400,""
1400,"""Blacksmith, eh?"" said he. And looked down at his leg."
1400,""
1400,"After darkly looking at his leg and me several times, he came closer"
1400,"to my tombstone, took me by both arms, and tilted me back as far as he"
1400,"could hold me; so that his eyes looked most powerfully down into mine,"
1400,"and mine looked most helplessly up into his."
1400,""
1400,"""Now lookee here,"" he said, ""the question being whether you're to be let"
1400,"to live. You know what a file is?"""
1400,""
1400,"""Yes, sir."""
1400,""
1400,"""And you know what wittles is?"""
1400,""
1400,"""Yes, sir."""
1400,""
1400,"After each question he tilted me over a little more, so as to give me a"
1400,"greater sense of helplessness and danger."
1400,""
1400,"""You get me a file."" He tilted me again. ""And you get me wittles."" He"
1400,"tilted me again. ""You bring 'em both to me."" He tilted me again. ""Or"
1400,"I'll have your heart and liver out."" He tilted me again."
1400,""
1400,"I was dreadfully frightened, and so giddy that I clung to him with both"
1400,"hands, and said, ""If you would kindly please to let me keep upright,"
1400,"sir, perhaps I shouldn't be sick, and perhaps I could attend more."""
1400,""
1400,"He gave me a most tremendous dip and roll, so that the church jumped"
1400,"over its own weathercock. Then, he held me by the arms, in an upright"
1400,"position on the top of the stone, and went on in these fearful terms:--"
1400,""
1400,"""You bring me, to-morrow morning early, that file and them wittles. You"
1400,"bring the lot to me, at that old Battery over yonder. You do it, and you"
1400,"never dare to say a word or dare to make a sign concerning your having"
1400,"seen such a person as me, or any person sumever, and you shall be let to"
1400,"live. You fail, or you go from my words in any partickler, no matter how"
1400,"small it is, and your heart and your liver shall be tore out, roasted,"
1400,"and ate. Now, I ain't alone, as you may think I am. There's a young man"
1400,"hid with me, in comparison with which young man I am a Angel. That young"
1400,"man hears the words I speak. That young man has a secret way pecooliar"
1400,"to himself, of getting at a boy, and at his heart, and at his liver. It"
1400,"is in wain for a boy to attempt to hide himself from that young man. A"
1400,"boy may lock his door, may be warm in bed, may tuck himself up, may draw"
1400,"the clothes over his head, may think himself comfortable and safe, but"
1400,"that young man will softly creep and creep his way to him and tear him"
1400,"open. I am a keeping that young man from harming of you at the present"
1400,"moment, with great difficulty. I find it wery hard to hold that young"
1400,"man off of your inside. Now, what do you say?"""
1400,""
1400,"I said that I would get him the file, and I would get him what broken"
1400,"bits of food I could, and I would come to him at the Battery, early in"
1400,"the morning."
1400,""
1400,"""Say Lord strike you dead if you don't!"" said the man."
1400,""
1400,"I said so, and he took me down."
1400,""
1400,"""Now,"" he pursued, ""you remember what you've undertook, and you remember"
1400,"that young man, and you get home!"""
1400,""
1400,"""Goo-good night, sir,"" I faltered."
1400,""
1400,"""Much of that!"" said he, glancing about him over the cold wet flat. ""I"
1400,"wish I was a frog. Or a eel!"""
1400,""
1400,"At the same time, he hugged his shuddering body in both his"
1400,"arms,--clasping himself, as if to hold himself together,--and limped"
1400,"towards the low church wall. As I saw him go, picking his way among the"
1400,"nettles, and among the brambles that bound the green mounds, he looked"
1400,"in my young eyes as if he were eluding the hands of the dead people,"
1400,"stretching up cautiously out of their graves, to get a twist upon his"
1400,"ankle and pull him in."
1400,""
1400,"When he came to the low church wall, he got over it, like a man whose"
1400,"legs were numbed and stiff, and then turned round to look for me. When I"
1400,"saw him turning, I set my face towards home, and made the best use of"
1400,"my legs. But presently I looked over my shoulder, and saw him going on"
1400,"again towards the river, still hugging himself in both arms, and picking"
1400,"his way with his sore feet among the great stones dropped into the"
1400,"marshes here and there, for stepping-places when the rains were heavy or"
1400,"the tide was in."
1400,""
1400,"The marshes were just a long black horizontal line then, as I stopped"
1400,"to look after him; and the river was just another horizontal line, not"
1400,"nearly so broad nor yet so black; and the sky was just a row of long"
1400,"angry red lines and dense black lines intermixed. On the edge of the"
1400,"river I could faintly make out the only two black things in all the"
1400,"prospect that seemed to be standing upright; one of these was the beacon"
1400,"by which the sailors steered,--like an unhooped cask upon a pole,--an"
1400,"ugly thing when you were near it; the other, a gibbet, with some chains"
1400,"hanging to it which had once held a pirate. The man was limping on"
1400,"towards this latter, as if he were the pirate come to life, and come"
1400,"down, and going back to hook himself up again. It gave me a terrible"
1400,"turn when I thought so; and as I saw the cattle lifting their heads to"
1400,"gaze after him, I wondered whether they thought so too. I looked all"
1400,"round for the horrible young man, and could see no signs of him. But now"
1400,"I was frightened again, and ran home without stopping."
1400,""
1400,""
1400,""
1400,""
1400,"Chapter II"
1400,""
1400,"My sister, Mrs. Joe Gargery, was more than twenty years older than I,"
1400,"and had established a great reputation with herself and the neighbors"
1400,"because she had brought me up ""by hand."" Having at that time to find out"
1400,"for myself what the expression meant, and knowing her to have a hard and"
1400,"heavy hand, and to be much in the habit of laying it upon her husband as"
1400,"well as upon me, I supposed that Joe Gargery and I were both brought up"
1400,"by hand."
1400,""
1400,"She was not a good-looking woman, my sister; and I had a general"
1400,"impression that she must have made Joe Gargery marry her by hand. Joe"
1400,"was a fair man, with curls of flaxen hair on each side of his smooth"
1400,"face, and with eyes of such a very undecided blue that they seemed"
1400,"to have somehow got mixed with their own whites. He was a mild,"
1400,"good-natured, sweet-tempered, easy-going, foolish, dear fellow,--a sort"
1400,"of Hercules in strength, and also in weakness."
1400,""
1400,"My sister, Mrs. Joe, with black hair and eyes, had such a prevailing"
1400,"redness of skin that I sometimes used to wonder whether it was possible"
1400,"she washed herself with a nutmeg-grater instead of soap. She was tall"
1400,"and bony, and almost always wore a coarse apron, fastened over her"
1400,"figure behind with two loops, and having a square impregnable bib in"
1400,"front, that was stuck full of pins and needles. She made it a powerful"
1400,"merit in herself, and a strong reproach against Joe, that she wore this"
1400,"apron so much. Though I really see no reason why she should have worn it"
1400,"at all; or why, if she did wear it at all, she should not have taken it"
1400,"off, every day of her life."
1400,""
1400,"Joe's forge adjoined our house, which was a wooden house, as many of the"
1400,"dwellings in our country were,--most of them, at that time. When I ran"
1400,"home from the churchyard, the forge was shut up, and Joe was sitting"
1400,"alone in the kitchen. Joe and I being fellow-sufferers, and having"
1400,"confidences as such, Joe imparted a confidence to me, the moment I"
1400,"raised the latch of the door and peeped in at him opposite to it,"
1400,"sitting in the chimney corner."
1400,""
1400,"""Mrs. Joe has been out a dozen times, looking for you, Pip. And she's"
1400,"out now, making it a baker's dozen."""
1400,""
1400,"""Is she?"""
1400,""
1400,"""Yes, Pip,"" said Joe; ""and what's worse, she's got Tickler with her."""
1400,""
1400,"At this dismal intelligence, I twisted the only button on my waistcoat"
1400,"round and round, and looked in great depression at the fire. Tickler"
1400,"was a wax-ended piece of cane, worn smooth by collision with my tickled"
1400,"frame."
1400,""
1400,"""She sot down,"" said Joe, ""and she got up, and she made a grab at"
1400,"Tickler, and she Ram-paged out. That's what she did,"" said Joe, slowly"
1400,"clearing the fire between the lower bars with the poker, and looking at"
1400,"it; ""she Ram-paged out, Pip."""
1400,""
1400,"""Has she been gone long, Joe?"" I always treated him as a larger species"
1400,"of child, and as no more than my equal."
1400,""
1400,"""Well,"" said Joe, glancing up at the Dutch clock, ""she's been on the"
1400,"Ram-page, this last spell, about five minutes, Pip. She's a coming! Get"
1400,"behind the door, old chap, and have the jack-towel betwixt you."""
1400,""
1400,"I took the advice. My sister, Mrs. Joe, throwing the door wide open,"
1400,"and finding an obstruction behind it, immediately divined the cause, and"
1400,"applied Tickler to its further investigation. She concluded by throwing"
1400,"me--I often served as a connubial missile--at Joe, who, glad to get hold"
1400,"of me on any terms, passed me on into the chimney and quietly fenced me"
1400,"up there with his great leg."
1400,""
1400,"""Where have you been, you young monkey?"" said Mrs. Joe, stamping her"
1400,"foot. ""Tell me directly what you've been doing to wear me away with fret"
1400,"and fright and worrit, or I'd have you out of that corner if you was"
1400,"fifty Pips, and he was five hundred Gargerys."""
1400,""
1400,"""I have only been to the churchyard,"" said I, from my stool, crying and"
1400,"rubbing myself."
1400,""
1400,"""Churchyard!"" repeated my sister. ""If it warn't for me you'd have been"
1400,"to the churchyard long ago, and stayed there. Who brought you up by"
1400,"hand?"""
1400,""
1400,"""You did,"" said I."
1400,""
1400,"""And why did I do it, I should like to know?"" exclaimed my sister."
1400,""
1400,"I whimpered, ""I don't know."""
1400,""
1400,"""I don't!"" said my sister. ""I'd never do it again! I know that. I may"
1400,"truly say I've never had this apron of mine off since born you were."
1400,"It's bad enough to be a blacksmith's wife (and him a Gargery) without"
1400,"being your mother."""
1400,""
1400,"My thoughts strayed from that question as I looked disconsolately at"
1400,"the fire. For the fugitive out on the marshes with the ironed leg, the"
1400,"mysterious young man, the file, the food, and the dreadful pledge I was"
1400,"under to commit a larceny on those sheltering premises, rose before me"
1400,"in the avenging coals."
1400,""
1400,"""Hah!"" said Mrs. Joe, restoring Tickler to his station. ""Churchyard,"
1400,"indeed! You may well say churchyard, you two."" One of us, by the by, had"
1400,"not said it at all. ""You'll drive me to the churchyard betwixt you, one"
1400,"of these days, and O, a pr-r-recious pair you'd be without me!"""
1400,""
1400,"As she applied herself to set the tea-things, Joe peeped down at me"
1400,"over his leg, as if he were mentally casting me and himself up, and"
1400,"calculating what kind of pair we practically should make, under the"
1400,"grievous circumstances foreshadowed. After that, he sat feeling his"
1400,"right-side flaxen curls and whisker, and following Mrs. Joe about with"
1400,"his blue eyes, as his manner always was at squally times."
1400,""
1400,"My sister had a trenchant way of cutting our bread and butter for us,"
1400,"that never varied. First, with her left hand she jammed the loaf hard"
1400,"and fast against her bib,--where it sometimes got a pin into it, and"
1400,"sometimes a needle, which we afterwards got into our mouths. Then she"
1400,"took some butter (not too much) on a knife and spread it on the loaf, in"
1400,"an apothecary kind of way, as if she were making a plaster,--using both"
1400,"sides of the knife with a slapping dexterity, and trimming and moulding"
1400,"the butter off round the crust. Then, she gave the knife a final smart"
1400,"wipe on the edge of the plaster, and then sawed a very thick round off"
1400,"the loaf: which she finally, before separating from the loaf, hewed into"
1400,"two halves, of which Joe got one, and I the other."
1400,""
1400,"On the present occasion, though I was hungry, I dared not eat my"
1400,"slice. I felt that I must have something in reserve for my dreadful"
1400,"acquaintance, and his ally the still more dreadful young man. I knew"
1400,"Mrs. Joe's housekeeping to be of the strictest kind, and that my"
1400,"larcenous researches might find nothing available in the safe. Therefore"
1400,"I resolved to put my hunk of bread and butter down the leg of my"
1400,"trousers."
1400,""
1400,"The effort of resolution necessary to the achievement of this purpose I"
1400,"found to be quite awful. It was as if I had to make up my mind to leap"
1400,"from the top of a high house, or plunge into a great depth of water."
1400,"And it was made the more difficult by the unconscious Joe. In"
1400,"our already-mentioned freemasonry as fellow-sufferers, and in his"
1400,"good-natured companionship with me, it was our evening habit to compare"
1400,"the way we bit through our slices, by silently holding them up to each"
1400,"other's admiration now and then,--which stimulated us to new exertions."
1400,"To-night, Joe several times invited me, by the display of his fast"
1400,"diminishing slice, to enter upon our usual friendly competition; but"
1400,"he found me, each time, with my yellow mug of tea on one knee, and"
1400,"my untouched bread and butter on the other. At last, I desperately"
1400,"considered that the thing I contemplated must be done, and that it"
1400,"had best be done in the least improbable manner consistent with the"
1400,"circumstances. I took advantage of a moment when Joe had just looked at"
1400,"me, and got my bread and butter down my leg."
1400,""
1400,"Joe was evidently made uncomfortable by what he supposed to be my loss"
1400,"of appetite, and took a thoughtful bite out of his slice, which he"
1400,"didn't seem to enjoy. He turned it about in his mouth much longer than"
1400,"usual, pondering over it a good deal, and after all gulped it down like"
1400,"a pill. He was about to take another bite, and had just got his head on"
1400,"one side for a good purchase on it, when his eye fell on me, and he saw"
1400,"that my bread and butter was gone."
1400,""
1400,"The wonder and consternation with which Joe stopped on the threshold"
1400,"of his bite and stared at me, were too evident to escape my sister's"
1400,"observation."
1400,""
1400,"""What's the matter now?"" said she, smartly, as she put down her cup."
1400,""
1400,"""I say, you know!"" muttered Joe, shaking his head at me in very serious"
1400,"remonstrance. ""Pip, old chap! You'll do yourself a mischief. It'll stick"
1400,"somewhere. You can't have chawed it, Pip."""
1400,""
1400,"""What's the matter now?"" repeated my sister, more sharply than before."
1400,""
1400,"""If you can cough any trifle on it up, Pip, I'd recommend you to do it,"""
1400,"said Joe, all aghast. ""Manners is manners, but still your elth's your"
1400,"elth."""
1400,""
1400,"By this time, my sister was quite desperate, so she pounced on Joe,"
1400,"and, taking him by the two whiskers, knocked his head for a little while"
1400,"against the wall behind him, while I sat in the corner, looking guiltily"
1400,"on."
1400,""
1400,"""Now, perhaps you'll mention what's the matter,"" said my sister, out of"
1400,"breath, ""you staring great stuck pig."""
1400,""
1400,"Joe looked at her in a helpless way, then took a helpless bite, and"
1400,"looked at me again."
1400,""
1400,"""You know, Pip,"" said Joe, solemnly, with his last bite in his cheek,"
1400,"and speaking in a confidential voice, as if we two were quite alone,"
1400,"""you and me is always friends, and I'd be the last to tell upon you,"
1400,"any time. But such a--"" he moved his chair and looked about the floor"
1400,"between us, and then again at me--""such a most oncommon Bolt as that!"""
1400,""
1400,"""Been bolting his food, has he?"" cried my sister."
1400,""
1400,"""You know, old chap,"" said Joe, looking at me, and not at Mrs. Joe,"
1400,"with his bite still in his cheek, ""I Bolted, myself, when I was your"
1400,"age--frequent--and as a boy I've been among a many Bolters; but I never"
1400,"see your Bolting equal yet, Pip, and it's a mercy you ain't Bolted"
1400,"dead."""
1400,""
1400,"My sister made a dive at me, and fished me up by the hair, saying"
1400,"nothing more than the awful words, ""You come along and be dosed."""
1400,""
1400,"Some medical beast had revived Tar-water in those days as a fine"
1400,"medicine, and Mrs. Joe always kept a supply of it in the cupboard;"
1400,"having a belief in its virtues correspondent to its nastiness. At the"
1400,"best of times, so much of this elixir was administered to me as a choice"
1400,"restorative, that I was conscious of going about, smelling like a new"
1400,"fence. On this particular evening the urgency of my case demanded a"
1400,"pint of this mixture, which was poured down my throat, for my greater"
1400,"comfort, while Mrs. Joe held my head under her arm, as a boot would"
1400,"be held in a bootjack. Joe got off with half a pint; but was made to"
1400,"swallow that (much to his disturbance, as he sat slowly munching and"
1400,"meditating before the fire), ""because he had had a turn."" Judging from"
1400,"myself, I should say he certainly had a turn afterwards, if he had had"
1400,"none before."
1400,""
1400,"Conscience is a dreadful thing when it accuses man or boy; but when, in"
1400,"the case of a boy, that secret burden co-operates with another secret"
1400,"burden down the leg of his trousers, it is (as I can testify) a great"
1400,"punishment. The guilty knowledge that I was going to rob Mrs. Joe--I"
1400,"never thought I was going to rob Joe, for I never thought of any of the"
1400,"housekeeping property as his--united to the necessity of always keeping"
1400,"one hand on my bread and butter as I sat, or when I was ordered about"
1400,"the kitchen on any small errand, almost drove me out of my mind. Then,"
1400,"as the marsh winds made the fire glow and flare, I thought I heard the"
1400,"voice outside, of the man with the iron on his leg who had sworn me to"
1400,"secrecy, declaring that he couldn't and wouldn't starve until to-morrow,"
1400,"but must be fed now. At other times, I thought, What if the young man"
1400,"who was with so much difficulty restrained from imbruing his hands in me"
1400,"should yield to a constitutional impatience, or should mistake the time,"
1400,"and should think himself accredited to my heart and liver to-night,"
1400,"instead of to-morrow! If ever anybody's hair stood on end with terror,"
1400,"mine must have done so then. But, perhaps, nobody's ever did?"
1400,""
1400,"It was Christmas Eve, and I had to stir the pudding for next day, with"
1400,"a copper-stick, from seven to eight by the Dutch clock. I tried it with"
1400,"the load upon my leg (and that made me think afresh of the man with the"
1400,"load on HIS leg), and found the tendency of exercise to bring the bread"
1400,"and butter out at my ankle, quite unmanageable. Happily I slipped away,"
1400,"and deposited that part of my conscience in my garret bedroom."
1400,""
1400,"""Hark!"" said I, when I had done my stirring, and was taking a final warm"
1400,"in the chimney corner before being sent up to bed; ""was that great guns,"
1400,"Joe?"""
1400,""
1400,"""Ah!"" said Joe. ""There's another conwict off."""
1400,""
1400,"""What does that mean, Joe?"" said I."
1400,""
1400,"Mrs. Joe, who always took explanations upon herself, said, snappishly,"
1400,"""Escaped. Escaped."" Administering the definition like Tar-water."
1400,""
1400,"While Mrs. Joe sat with her head bending over her needlework, I put my"
1400,"mouth into the forms of saying to Joe, ""What's a convict?"" Joe put his"
1400,"mouth into the forms of returning such a highly elaborate answer, that I"
1400,"could make out nothing of it but the single word ""Pip."""
1400,""
1400,"""There was a conwict off last night,"" said Joe, aloud, ""after"
1400,"sunset-gun. And they fired warning of him. And now it appears they're"
1400,"firing warning of another."""
1400,""
1400,"""Who's firing?"" said I."
1400,""
1400,"""Drat that boy,"" interposed my sister, frowning at me over her work,"
1400,"""what a questioner he is. Ask no questions, and you'll be told no lies."""
1400,""
1400,"It was not very polite to herself, I thought, to imply that I should be"
1400,"told lies by her even if I did ask questions. But she never was polite"
1400,"unless there was company."
1400,""
1400,"At this point Joe greatly augmented my curiosity by taking the utmost"
1400,"pains to open his mouth very wide, and to put it into the form of a word"
1400,"that looked to me like ""sulks."" Therefore, I naturally pointed to Mrs."
1400,"Joe, and put my mouth into the form of saying, ""her?"" But Joe wouldn't"
1400,"hear of that, at all, and again opened his mouth very wide, and shook"
1400,"the form of a most emphatic word out of it. But I could make nothing of"
1400,"the word."
1400,""
1400,"""Mrs. Joe,"" said I, as a last resort, ""I should like to know--if you"
1400,"wouldn't much mind--where the firing comes from?"""
1400,""
1400,"""Lord bless the boy!"" exclaimed my sister, as if she didn't quite mean"
1400,"that but rather the contrary. ""From the Hulks!"""
1400,""
1400,"""Oh-h!"" said I, looking at Joe. ""Hulks!"""
1400,""
1400,"Joe gave a reproachful cough, as much as to say, ""Well, I told you so."""
1400,""
1400,"""And please, what's Hulks?"" said I."
1400,""
1400,"""That's the way with this boy!"" exclaimed my sister, pointing me out"
1400,"with her needle and thread, and shaking her head at me. ""Answer him one"
1400,"question, and he'll ask you a dozen directly. Hulks are prison-ships,"
1400,"right 'cross th' meshes."" We always used that name for marshes, in our"
1400,"country."
1400,""
1400,"""I wonder who's put into prison-ships, and why they're put there?"" said"
1400,"I, in a general way, and with quiet desperation."
1400,""
1400,"It was too much for Mrs. Joe, who immediately rose. ""I tell you what,"
1400,"young fellow,"" said she, ""I didn't bring you up by hand to badger"
1400,"people's lives out. It would be blame to me and not praise, if I had."
1400,"People are put in the Hulks because they murder, and because they rob,"
1400,"and forge, and do all sorts of bad; and they always begin by asking"
1400,"questions. Now, you get along to bed!"""
1400,""
1400,"I was never allowed a candle to light me to bed, and, as I went upstairs"
1400,"in the dark, with my head tingling,--from Mrs. Joe's thimble"
1400,"having played the tambourine upon it, to accompany her last words,--I"
1400,"felt fearfully sensible of the great convenience that the hulks were"
1400,"handy for me. I was clearly on my way there. I had begun by asking"
1400,"questions, and I was going to rob Mrs. Joe."
1400,""
1400,"Since that time, which is far enough away now, I have often thought"
1400,"that few people know what secrecy there is in the young under terror."
1400,"No matter how unreasonable the terror, so that it be terror. I was in"
1400,"mortal terror of the young man who wanted my heart and liver; I was"
1400,"in mortal terror of my interlocutor with the iron leg; I was in mortal"
1400,"terror of myself, from whom an awful promise had been extracted; I had"
1400,"no hope of deliverance through my all-powerful sister, who repulsed"
1400,"me at every turn; I am afraid to think of what I might have done on"
1400,"requirement, in the secrecy of my terror."
1400,""
1400,"If I slept at all that night, it was only to imagine myself drifting"
1400,"down the river on a strong spring-tide, to the Hulks; a ghostly"
1400,"pirate calling out to me through a speaking-trumpet, as I passed the"
1400,"gibbet-station, that I had better come ashore and be hanged there at"
1400,"once, and not put it off. I was afraid to sleep, even if I had been"
1400,"inclined, for I knew that at the first faint dawn of morning I must rob"
1400,"the pantry. There was no doing it in the night, for there was no getting"
1400,"a light by easy friction then; to have got one I must have struck it out"
1400,"of flint and steel, and have made a noise like the very pirate himself"
1400,"rattling his chains."
1400,""
1400,"As soon as the great black velvet pall outside my little window was shot"
1400,"with gray, I got up and went downstairs; every board upon the way, and"
1400,"every crack in every board calling after me, ""Stop thief!"" and ""Get up,"
1400,"Mrs. Joe!"" In the pantry, which was far more abundantly supplied than"
1400,"usual, owing to the season, I was very much alarmed by a hare hanging"
1400,"up by the heels, whom I rather thought I caught, when my back was half"
1400,"turned, winking. I had no time for verification, no time for selection,"
1400,"no time for anything, for I had no time to spare. I stole some bread,"
1400,"some rind of cheese, about half a jar of mincemeat (which I tied up in"
1400,"my pocket-handkerchief with my last night's slice), some brandy from a"
1400,"stone bottle (which I decanted into a glass bottle I had secretly used"
1400,"for making that intoxicating fluid, Spanish-liquorice-water, up in my"
1400,"room: diluting the stone bottle from a jug in the kitchen cupboard),"
1400,"a meat bone with very little on it, and a beautiful round compact pork"
1400,"pie. I was nearly going away without the pie, but I was tempted to mount"
1400,"upon a shelf, to look what it was that was put away so carefully in a"
1400,"covered earthenware dish in a corner, and I found it was the pie, and"
1400,"I took it in the hope that it was not intended for early use, and would"
1400,"not be missed for some time."
1400,""
1400,"There was a door in the kitchen, communicating with the forge; I"
1400,"unlocked and unbolted that door, and got a file from among Joe's tools."
1400,"Then I put the fastenings as I had found them, opened the door at which"
1400,"I had entered when I ran home last night, shut it, and ran for the misty"
1400,"marshes."
1400,""
1400,""
1400,""
1400,""
1400,"Chapter III"
1400,""
1400,"It was a rimy morning, and very damp. I had seen the damp lying on the"
1400,"outside of my little window, as if some goblin had been crying there all"
1400,"night, and using the window for a pocket-handkerchief. Now, I saw the"
1400,"damp lying on the bare hedges and spare grass, like a coarser sort of"
1400,"spiders' webs; hanging itself from twig to twig and blade to blade. On"
1400,"every rail and gate, wet lay clammy, and the marsh mist was so thick,"
1400,"that the wooden finger on the post directing people to our village--a"
1400,"direction which they never accepted, for they never came there--was"
1400,"invisible to me until I was quite close under it. Then, as I looked up"
1400,"at it, while it dripped, it seemed to my oppressed conscience like a"
1400,"phantom devoting me to the Hulks."
1400,""
1400,"The mist was heavier yet when I got out upon the marshes, so that"
1400,"instead of my running at everything, everything seemed to run at me."
1400,"This was very disagreeable to a guilty mind. The gates and dikes and"
1400,"banks came bursting at me through the mist, as if they cried as plainly"
1400,"as could be, ""A boy with somebody else's pork pie! Stop him!"" The"
1400,"cattle came upon me with like suddenness, staring out of their eyes,"
1400,"and steaming out of their nostrils, ""Halloa, young thief!"" One black"
1400,"ox, with a white cravat on,--who even had to my awakened conscience"
1400,"something of a clerical air,--fixed me so obstinately with his eyes,"
1400,"and moved his blunt head round in such an accusatory manner as I moved"
1400,"round, that I blubbered out to him, ""I couldn't help it, sir! It wasn't"
1400,"for myself I took it!"" Upon which he put down his head, blew a cloud of"
1400,"smoke out of his nose, and vanished with a kick-up of his hind-legs and"
1400,"a flourish of his tail."
1400,""
1400,"All this time, I was getting on towards the river; but however fast I"
1400,"went, I couldn't warm my feet, to which the damp cold seemed riveted, as"
1400,"the iron was riveted to the leg of the man I was running to meet. I knew"
1400,"my way to the Battery, pretty straight, for I had been down there on a"
1400,"Sunday with Joe, and Joe, sitting on an old gun, had told me that when"
1400,"I was 'prentice to him, regularly bound, we would have such Larks there!"
1400,"However, in the confusion of the mist, I found myself at last too far to"
1400,"the right, and consequently had to try back along the river-side, on the"
1400,"bank of loose stones above the mud and the stakes that staked the tide"
1400,"out. Making my way along here with all despatch, I had just crossed a"
1400,"ditch which I knew to be very near the Battery, and had just scrambled"
1400,"up the mound beyond the ditch, when I saw the man sitting before me."
1400,"His back was towards me, and he had his arms folded, and was nodding"
1400,"forward, heavy with sleep."
1400,""
1400,"I thought he would be more glad if I came upon him with his breakfast,"
